ccodecow,year,wdi_fossil,edgar_pm25,renew_output,wdi_co2,env_index_gls
100,1975,.451413444681619,.9370242239922068,1.409860271131495,-.3372812411034063,.2834401438697384
100,1976,.4791387323037412,.9487410412062228,1.323733631886592,-.3123417492459281,.2161904391421987
100,1977,.479221810412128,.9528152416084225,1.370717156593801,-.3053240000486923,.2374701429630925
100,1978,.4244216541208203,1.004593136993122,1.423895826018403,-.2812174952407594,.2201265783909622
100,1979,.3675161184059818,1.014754915142916,1.434805173166326,-.2522199940640639,.2063045585508305
100,1980,.4329478345553237,1.020793525799605,1.419586161125562,-.2688644634633025,.2012948931566887
100,1981,.4523534397977959,1.010019553266503,1.362657701314194,-.2824539706166238,.1821454770473527
100,1982,.445047574304643,1.017978350612799,1.304968007766322,-.2752241921746598,.140246602358013
100,1983,.4729812605527089,1.017995031365646,1.353225730992862,-.2383828315864193,.1538540097433227
100,1984,.4612121845644259,1.028185021954197,1.341143652667993,-.2600367795425839,.1480066033344996
100,1985,.4372296874132821,1.052514722219845,1.412721037401048,-.2831493185559803,.1804251408666234
100,1986,.4744021269554088,1.061213438794307,1.274351483597298,-.2870861446766056,.0970536725597148
100,1987,.4709854138532132,1.073353560570692,1.289197614322872,-.281796733032986,.0947021633303241
100,1988,.4647487480216815,1.082640254410089,1.315882856473471,-.2692155631040638,.098224550939354
100,1989,.4402221763521226,1.100190051030982,1.354216920795756,-.2725764267129242,.1084948055952119
100,1990,.4620116800526461,1.107053170128462,1.223596048125321,-.2342927682209868,.0136944285021892
100,1991,.485393679015696,1.115914955358283,1.202933013579134,-.2508001763723275,.002570917697915
100,1992,.5572849647934087,1.097604086443247,.996247364514768,-.2058303913923264,-.1194963583317105
100,1993,.5448554208466581,1.12239211104486,1.131403593131681,-.1971423488762994,-.0633227384807756
100,1994,.5120538037388255,1.13901201609452,1.285693788200523,-.1716353773269433,.0025393796534436
100,1995,.5212108618988791,1.154033374188165,1.224197931677752,-.2739804453245108,-.0024818995932913
100,1996,.5321512094628196,1.139783409664481,1.418212707673058,-.275798934295458,.1201813956740232
100,1997,.6973742734600774,1.005533952584037,1.083998732208538,-.2389886463629907,.0131550211607344
100,1998,.7365777109458634,1.005668128177794,1.028094303340899,-.2393633651569508,-.0180707249875707
100,1999,.6328695538774856,.9922168506771031,1.325991219291601,-.3565364734683108,.2073182083087659
100,2000,.7019159532610226,1.039471521354605,1.157445020187113,-.3508142900046403,.0758166663802942
